Edad,Altura,Peso,estado_fisico,salud,alimentacion,fruta_consumo,verdura_consumo,genero,actividad_fisica,dias_entreno,horas_entreno,entreno_constante,enfoque,areas__Abdomen,areas__Brazo,areas__Cardio,areas__Espalda,areas__Pecho,areas__Pierna,efectividad,consumo__Creatina,consumo__Nada,consumo__Otro,consumo__Pre-Entreno,consumo_proteina,horas_dormir,fuente_energia1,fuente_energia2,agua,motivo__Aumentodemasamuscular,motivo__Definicion_muscular,motivo__Perdida_Peso,motivo__Salud,disponibilidad_tiempo,experiencia_fuerza,experiencia_cardio,acceso,preferencia_area,intensidad,IMC,grasa_corporal,grasa_corporal_magra
19,1.72,189.0,5.0,7.0,4.0,5.0,5.0,1,0,0,1,1,0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,0.0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,29.04,23.02,60.96
19,1.7,130.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,1,0,0,1,0,0,0,3,0,20.45,23.51,47.01
19,1.61,112.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,1,0,0,1,0,0,0,3,0,19.64,22.54,40.91
19,1.6,100.0,10.0,6.0,2.0,5.0,5.0,0,1,3,2,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0,0,0,2,1,1,0,0,1,0,0,0,3,2,17.76,20.28,37.38
20,1.6,117.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,1,1,1,0,1,1,1,2,1,20.77,24.12,42.14
19,1.75,125.0,4.0,5.0,3.0,4.0,4.0,1,0,0,2,0,1,1.0,1.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,1.0,2,0,0,4,1,1,0,1,1,1,0,0,3,2,18.55,10.43,46.28
19,1.75,217.0,7.0,10.0,5.0,5.0,5.0,1,1,3,1,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,0.0,1.0,1.0,0,0,0,3,1,1,1,1,1,0,0,0,0,2,32.21,26.82,66.87
19,1.6,160.0,5.0,6.0,4.0,5.0,5.0,0,0,1,2,0,1,1.0,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,1.0,0.0,0.0,0,1,1,3,1,0,1,1,0,1,0,1,0,0,28.41,33.06,52.07
19,1.76,147.0,10.0,10.0,4.0,3.0,3.0,1,1,0,1,2,1,1.0,1.0,0.0,1.0,1.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0,1,1,2,1,1,0,1,1,0,0,0,0,0,21.57,14.05,52.41
19,1.75,132.0,7.0,10.0,5.0,5.0,5.0,1,1,1,1,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0,0,0,2,1,0,0,0,1,0,0,0,3,0,19.59,11.68,48.25
20,1.75,145.0,10.0,10.0,5.0,1.0,1.0,1,1,0,2,4,0,1.0,1.0,0.0,1.0,1.0,1.0,0,0.0,1.0,0.0,0.0,0.0,1,0,1,3,0,0,0,1,0,0,0,1,5,0,21.52,14.22,51.73
19,1.78,120.0,8.0,8.0,4.0,4.0,3.0,1,1,0,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,1.0,0.0,0.0,0.0,2,1,1,3,1,1,0,1,1,0,0,0,0,0,17.22,8.83,45.15
18,1.7,165.5,6.0,6.0,4.0,4.0,2.0,0,1,0,1,0,1,0.0,1.0,0.0,1.0,1.0,1.0,0,0.0,1.0,0.0,0.0,0.0,2,0,0,3,1,1,1,0,1,0,1,0,0,0,26.03,29.98,55.65
19,1.7,120.0,7.0,10.0,2.0,4.0,4.0,1,0,0,1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0,2,0,0,1,0,0,1,3,1,1,1,3,0,18.87,10.81,44.25
19,1.7,150.0,6.0,7.0,3.0,5.0,5.0,1,0,0,1,0,0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,3,0,0,1,1,1,1,1,1,0,0,23.59,16.48,52.1
21,1.6,114.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,0,0,1,1,1,1,0,0,1,20.24,23.72,41.33
21,1.74,155.0,4.0,9.0,5.0,3.0,3.0,1,1,1,2,0,1,1.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0,1,1,3,1,0,0,0,1,0,1,0,0,0,23.27,16.55,54.06
18,1.87,267.0,8.0,6.0,3.0,4.0,5.0,1,1,0,1,2,1,1.0,1.0,0.0,1.0,1.0,1.0,0,0.0,1.0,0.0,0.0,0.0,2,0,0,3,1,0,0,0,3,0,0,0,1,0,34.71,29.59,79.24
17,1.5,115.0,6.0,8.0,2.0,5.0,5.0,0,0,1,2,2,0,1.0,0.0,1.0,0.0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,2,1,23.23,26.39,40.13
19,1.65,160.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,0,1,1,0,1,1,0,3,0,26.71,31.02,53.3
19,1.57,120.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,0,0,1,1,1,0,1,0,1,22.13,25.53,42.47
19,1.75,125.0,4.0,5.0,2.0,4.0,5.0,1,0,0,2,0,1,1.0,1.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,1.0,2,0,0,4,1,1,0,1,0,1,0,0,3,2,18.55,10.43,46.28
19,1.69,120.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,2,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,0,0,1,0,1,0,1,0,0,19.1,11.09,44.13
17,1.65,130.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,0,1,1,1,1,1,1,0,0,21.7,24.55,46.27
18,1.7,130.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,2,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,1,0,0,1,1,0,1,0,1,20.45,12.48,47.01
18,1.6,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,2,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,1,0,0,1,1,1,1,0,5,0,17.76,9.25,37.38
19,1.7,120.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,2,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,1,0,0,1,0,1,1,1,0,1,18.87,10.81,44.25
18,1.7,144.0,7.0,7.0,4.0,5.0,5.0,1,0,1,1,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1.0,1.0,0.0,0.0,2,0,0,2,1,1,1,1,1,0,0,0,1,0,22.65,15.12,50.63
19,1.68,165.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,0,1,1,1,1,1,0,0,0,26.57,30.85,55.07
18,1.54,135.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,1,1,1,1,1,1,0,0,1,25.87,29.78,45.49
17,1.54,120.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,1,1,1,1,1,0,1,0,1,23.0,26.11,42.0
18,1.72,210.0,5.0,9.0,4.0,2.0,4.0,1,0,0,1,2,0,0.0,0.0,1.0,0.0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,32.27,26.66,64.65
17,1.75,130.0,7.0,8.0,5.0,4.0,4.0,1,0,3,1,2,1,1.0,1.0,0.0,0.0,1.0,1.0,1,0.0,1.0,0.0,0.0,0.0,1,0,2,2,1,0,0,0,1,1,0,1,3,0,19.29,10.86,47.69
18,1.8,220.0,8.0,8.0,3.0,5.0,4.0,1,1,0,1,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,1.0,0.0,0.0,0.0,1,1,1,3,0,1,0,1,1,0,0,0,0,0,30.86,24.97,69.14
18,1.73,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,2,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,1,1,1,1,1,0,0,0,0,0,0.0,-12.06,0.0
18,1.8,185.0,4.0,7.0,3.0,2.0,4.0,1,0,1,1,0,1,1.0,1.0,1.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0,1,2,2,0,1,1,0,1,0,1,0,0,0,25.95,19.08,62.27
19,1.7,140.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,1,0,1,1,0,0,0,0,0,22.02,25.39,49.62
19,1.75,150.0,6.0,10.0,4.0,2.0,4.0,1,0,1,2,2,0,0.0,1.0,1.0,0.0,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,1,1,1,2,0,1,0,1,0,0,0,1,0,0,22.26,14.88,53.0
18,1.75,174.0,6.0,9.0,4.0,4.0,4.0,1,0,1,2,0,1,1.0,1.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,25.83,18.94,58.66
18,1.77,180.0,6.0,9.0,4.0,4.0,4.0,1,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0,0,2,3,0,0,1,0,1,0,1,1,2,0,26.12,19.28,60.45
18,1.65,120.0,5.0,10.0,3.0,5.0,5.0,0,0,1,2,2,1,1.0,0.0,1.0,0.0,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0,1,1,3,0,1,0,1,1,0,1,0,3,0,20.04,22.79,43.61
18,1.85,150.0,7.0,8.0,3.0,4.0,4.0,1,0,3,1,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0,0,0,3,1,0,0,1,1,1,0,1,2,0,19.92,11.84,54.6
19,1.8,200.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,2,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,0,1,1,1,1,0,1,3,0,28.06,21.84,65.4
23,1.7,130.0,7.0,6.0,3.0,4.0,4.0,0,1,3,1,2,0,1.0,1.0,1.0,1.0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0,1,0,3,1,1,1,0,1,0,1,0,0,2,20.45,24.43,47.01
18,1.65,115.0,8.0,8.0,3.0,3.0,5.0,0,1,3,1,4,1,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0,2,1,0,1,0,0,1,3,0,1,1,0,0,19.2,21.78,42.24
17,1.88,185.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,2,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,1,0,0,3,0,0,0,0,2,23.79,16.26,64.09
18,1.76,145.0,6.0,7.0,4.0,3.0,3.0,1,0,0,2,0,1,1.0,1.0,0.0,1.0,1.0,1.0,0,0.0,1.0,0.0,0.0,0.0,1,0,0,2,1,1,0,1,0,0,0,0,0,0,21.28,13.48,51.88
18,1.58,95.0,8.0,8.0,3.0,1.0,3.0,0,0,0,1,0,1,1.0,0.0,1.0,0.0,1.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0,0,2,3,0,1,0,1,1,1,0,1,2,0,17.3,19.5,35.71
18,1.58,112.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,0,0,1,0,1,1,0,0,1,20.39,23.21,40.53
18,1.5,145.0,5.0,5.0,3.0,4.0,2.0,0,0,0,1,2,1,0.0,1.0,0.0,1.0,1.0,1.0,0,0.0,1.0,0.0,0.0,0.0,1,1,1,0,1,0,1,1,3,0,1,1,0,2,29.29,33.89,46.6
18,1.72,125.0,8.0,10.0,3.0,5.0,5.0,1,1,0,1,0,1,1.0,1.0,0.0,1.0,1.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0,0,0,2,1,1,0,1,1,0,0,0,5,0,19.21,10.99,45.9
17,1.65,72.0,5.0,7.0,4.0,3.0,4.0,1,0,0,1,0,1,1.0,1.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,1.0,1,0,0,2,1,0,0,0,1,1,1,0,0,0,12.02,2.13,28.79
17,1.53,105.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,0,0,1,0,1,1,1,2,1,20.39,22.98,38.0
18,1.58,125.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,0,1,1,0,1,1,1,2,0,22.76,26.05,43.89
17,1.6,130.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,0,0,1,0,1,1,1,0,1,23.08,26.21,45.45
19,1.82,210.0,4.0,2.0,2.0,4.0,3.0,1,0,0,2,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0,0,2,1,0,0,1,1,1,0,0,0,0,0,28.82,22.75,67.94
19,1.7,140.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,2,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,1,0,0,0,1,1,1,1,5,0,22.02,14.59,49.62
18,1.7,170.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,1,1,1,1,0,1,1,0,2,0,26.74,30.83,56.61
18,1.42,80.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,1,0,0,1,1,0,0,1,3,0,18.03,20.38,29.81
18,1.5,120.0,7.0,8.0,2.0,3.0,4.0,0,0,0,2,0,0,1.0,0.0,1.0,0.0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,2,1,1,3,0,0,1,1,1,1,1,0,0,0,24.24,27.83,41.32
19,1.69,130.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,2,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,0,0,1,1,1,0,1,0,1,20.69,13.0,46.86
18,1.76,200.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,2,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,0,1,0,1,0,0,1,2,0,29.35,23.16,64.23
18,1.84,267.0,4.0,7.0,3.0,5.0,5.0,1,0,0,2,2,1,1.0,1.0,1.0,0.0,1.0,0.0,2,0.0,1.0,0.0,0.0,0.0,0,0,0,3,1,1,1,1,1,0,1,1,2,0,35.85,30.96,77.85
21,1.67,195.0,1.0,1.0,3.0,3.0,5.0,0,1,3,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,1.0,0.0,0.0,0.0,2,0,0,3,0,0,1,0,1,0,0,0,0,0,31.78,37.57,60.47
20,1.86,190.0,5.0,8.0,3.0,3.0,3.0,1,1,2,4,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,0.0,0.0,1.0,1,1,1,1,0,1,0,0,3,0,0,0,0,2,24.96,18.35,64.81
18,1.61,120.2,8.0,5.0,1.0,1.0,1.0,1,0,3,1,2,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0,1,1,2,1,1,0,0,3,0,1,1,0,0,21.08,13.24,43.12
19,1.6,66.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,2,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,1,0,1,0,1,1,0,1,0,0,11.72,2.23,26.48
21,1.7,170.0,7.0,7.0,3.0,1.0,1.0,1,0,1,2,0,0,0.0,0.0,1.0,0.0,0.0,1.0,2,0.0,1.0,0.0,0.0,0.0,0,0,0,3,0,0,0,1,0,1,1,1,0,0,26.74,20.72,56.61
18,1.61,120.2,8.0,5.0,1.0,1.0,1.0,1,0,3,1,2,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0,1,1,2,1,1,0,0,1,0,1,1,0,0,21.08,13.24,43.12
18,1.63,115.0,5.0,5.0,3.0,3.0,3.0,0,1,0,1,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0,1.0,1.0,1.0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,19.67,22.34,41.99
18,1.42,80.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,1,0,1,1,0,0,1,5,0,18.03,20.38,29.81
19,1.71,165.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,2,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,0,0,1,1,1,1,1,0,0,25.65,18.95,55.76
18,1.77,154.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,2,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,1,0,0,1,1,0,0,0,0,0,22.34,14.75,54.36
19,1.63,125.0,5.0,5.0,3.0,4.0,4.0,0,0,1,2,2,1,0.0,0.0,1.0,0.0,0.0,0.0,2,0.0,1.0,0.0,0.0,0.0,2,1,1,0,1,0,1,0,0,0,0,1,0,1,21.39,24.64,44.66
18,1.58,135.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,1,1,0,0,0,1,1,3,2,24.58,28.24,46.28
19,1.65,145.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,1,1,1,0,1,0,1,1,0,0,24.21,28.02,49.95
18,1.75,150.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,2,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,1,0,1,1,1,1,1,2,1,22.26,14.65,53.0
18,1.57,130.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,1,1,1,1,0,1,1,1,2,1,23.97,27.5,44.93
17,1.65,130.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,0,1,0,1,1,1,1,0,0,21.7,24.55,46.27
19,1.55,140.0,7.0,9.0,3.0,4.0,4.0,0,1,0,1,0,1,1.0,1.0,1.0,1.0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,2,0,0,2,1,1,0,0,1,0,0,0,0,0,26.49,30.76,46.78
